TB Hits,38
NTB Hits,118
Precision TB,0.08
Precision NTB,0.24
Recall TB,0.03
Recall NTB,0.02
Accuracy TB,0.02
Accuracy NTB,0.02
F1 TB,0.05
F1 NTB,0.04
SER TB,1.35
SER NTB,1.05
