frame,f0_avgutt_diff_2,p_dur,n_dur,e_range,e_maxavg_diff,e_avgmin_diff,f0_range,f0_maxavg_diff,f0_avgmin_diff,label
frame_tras_448.52_448.77,63.16587567975442,0.9399999999999976,-0.6308071760684776,400.0792062446019,341.347137563356,58.73206868124589,60.474081466614095,21.38044689570954,39.09363457090456,NB
frame_i_449.71_449.87,10.222890198335191,0.0,0.8903487653289239,406.0322552346442,351.8766127079734,54.15564252667082,26.99441734356722,5.007155981700805,21.987261361866416,NB
frame_pu_449.87_449.99,30.095270897221468,0.0,0.1308449214731501,408.2347376582446,355.4034868823311,52.83125077591353,32.8678081837827,9.482959125466522,23.384849058316178,NB
frame_de~_449.99_450.26,48.60576640509524,0.0,1.0037529563189571,414.624834970913,346.36374438100887,68.26109058990414,99.10442320851068,43.295878625044026,55.80854458346664,NB
frame_mus_450.26_450.56,60.46534147563932,0.0699999999999931,-0.4471242852288588,401.2004024763903,332.7590406480218,68.44136182836849,105.70614499537936,66.37993669147883,39.32620830390053,NB
frame_e~_450.63_450.75,5.260511121429801,0.0,0.2654701848654882,405.3797340156288,355.1675444077945,50.21218960783432,21.774925125027156,3.3690281759483582,18.405896949078794,NB
frame_ta~w~_450.75_451.09,18.57863482328446,0.0500000000000113,-0.2295499363492562,410.0490031218081,336.2505848009083,73.79841832089977,157.977511021647,81.62648456610523,76.35102645554174,NB
frame_la~_451.14_451.28,18.542262066270723,0.0,0.4289839918360226,407.7071672284492,352.665713012438,55.04145421601123,12.495262324408316,3.708625895470959,8.786636428937356,NB
frame_saX_451.28_451.54,43.17543206133938,0.0,0.1256087016531474,409.26160094969777,343.764444001982,65.49715694771578,100.32834482336722,65.579608750833,34.748736072534214,NB
frame_Es_451.54_451.62,0.539495186681421,0.0,-0.9489377673517868,390.4616943346244,344.2430227002181,46.21867163440629,13.981083419852268,10.2395860079167,3.741497411935569,NB
frame_ta_451.62_451.75,48.38489346930047,0.0,-0.4146883538620358,399.2267231176762,347.62253856159487,51.60418455608135,24.232623001182475,11.89367357307924,12.338949428103234,NB
frame_ta_451.75_451.88,68.55544305758923,0.0,-0.4146883538620358,405.52354654177503,352.9669896159431,52.55655692583196,0.6283970914744117,0.2620912679445126,0.366305823529899,NB
frame_bE_451.88_452.06,96.71579432812906,0.0,-0.2270186046298936,404.6623021823344,347.0917022314629,57.5705999508715,4.059883709224764,2.6340855295381616,1.425798179686602,NB
frame_la_452.06_452.2,52.06090747091227,0.1999999999999886,0.0175492905496193,390.3513824881419,341.1801852817889,49.171197206352986,108.21593196101396,70.45024721380764,37.7656847472063,TB
frame_fa_452.4_452.83,2.8342993535900973,0.6000000000000227,2.286796923713266,416.9380701142641,335.09664115299944,81.84142896126468,82.38572143827582,60.29163408371406,22.094087354561765,TB
frame_pa_453.43_453.67,1.665687292579861,0.0,0.8820245793741581,412.3424679492766,346.7718289587914,65.57063899048524,9.121559315820493,5.987140322822995,3.134418992997496,NB
frame_ra_453.67_453.88,64.200258575958,0.0,0.7739651682712444,402.8233948202847,345.04730468917893,57.77609013110572,91.09009062830054,67.30957717876794,23.78051344953261,NB
frame_i_453.88_453.97,20.79059939421498,0.0,0.1271357101081885,401.5330727322669,354.2623449633148,47.27072776895216,8.612182063694206,2.894031973259189,5.718150090435017,NB
frame_de~_453.97_454.13,6.586190691470762,0.0,-0.2882418937256627,406.6624425401986,351.241239759453,55.42120278074566,34.13931854459915,11.923269711081415,22.21604883351773,NB
frame_tSi_454.13_454.22,3.850858159252084,0.0,-0.5270469086525303,388.26609643012,341.9477601844266,46.31833624569339,2.102928967398185,1.003072410747592,1.0998565566505931,NB
frame_fi_454.22_454.28,,0.0,-0.5270469086531502,380.1014456040036,336.54258282299395,43.55886278100962,,,,NB
frame_ka_454.28_454.41,30.597163823038343,0.0,-0.3066289427585077,409.77911480310456,356.5958785989364,53.18323620416817,84.90480425925085,43.82026369774063,41.084540561510224,NB
frame_sa~w~_454.41_454.65,38.424566526372814,0.0,-0.6685725551406899,403.7067966900869,339.7864376221798,63.9203590679071,70.42970452847062,31.06728033534281,39.36242419312781,NB
frame_dZi_454.65_454.75,0.042129196276619,0.0,-0.4180164721925138,407.1888716311833,355.8882360616759,51.30063556950739,33.436211436603145,13.139613146031252,20.296598290571893,NB
frame_aw_454.75_454.83,67.37476828480743,0.0,-0.7388665871713914,400.8989507140912,354.31157970991467,46.58737100417648,1.5394063051397922,0.4271335537653726,1.1122727513744195,NB
frame_to_454.83_455.08,7.715031028978132,0.0,0.9666809673190736,404.6437811231757,339.9708544270164,64.67292669615927,25.74155231437049,15.578350687087068,10.163201627283428,NB
frame_ris_455.08_455.51,376.9203345072892,0.3299999999999841,-0.4180164721925138,398.1419830681022,318.28417516016145,79.85780790794075,672.2008887721436,271.23586197072086,400.9650268014228,NB
frame_najs_455.84_456.14,69.7225665098803,0.0,-0.0905101205532944,408.3877065845846,338.5504439809228,69.83726260366177,19.536696448868824,12.8060651746473,6.730631274221523,NB
frame_bi_456.14_456.26,126.79102987158774,0.0,-0.5270469086531502,388.1549839111634,337.6013202284647,50.5536636826987,1.065480347274928,0.4495335894187633,0.6159467578561646,NB
frame_bli_456.26_456.43,126.89309759993732,0.0,-0.3089860357324973,404.1872688623568,347.1347045015653,57.05256436079145,5.024468343915331,2.326321787056173,2.6981465568591574,NB
frame_o_456.43_456.47,68.90297770994013,0.0,-0.7009267494988617,395.7274286864215,351.290909533695,44.43651915272648,1.4828545525265753,0.8889003736469192,0.5939541788796561,NB
frame_te_456.47_456.62,367.4483213260093,0.0,-0.5324468585775148,402.06668888287805,348.1672446787966,53.89944420408148,43.56216937817703,17.775742948495576,25.786426429681452,NB
frame_kas_456.62_456.72,395.7064713958092,0.0,-0.6308071760678634,383.2949341162821,336.83884821014664,46.4560859061354,68.35854658286087,49.24558398593308,19.112962596927787,NB
frame_sEX_456.72_456.81,348.0527166574043,0.0,-0.9489377673517868,387.65426700612807,341.433359961845,46.22090704428308,710.2344691605747,228.9251306175304,481.30933854304425,NB
frame_tu_456.81_456.87,140.93536422454133,0.4499999999999886,-0.6397806874628619,373.5947002442713,329.8416651852269,43.75303505904441,9.157519576401915,4.272024515866121,4.885495060535796,TB
