frame,f0_avgutt_diff_2,p_dur,n_dur,e_range,e_maxavg_diff,e_avgmin_diff,f0_range,f0_maxavg_diff,f0_avgmin_diff,label
frame_u_1038.39_1038.44,20.416736479200356,0.0,-0.2449731368529513,417.9965667777142,370.70649005509017,47.29007672262401,2.142319082947324,0.9893960933665652,1.152922989580759,NB
frame_no~_1038.44_1038.65,0.6570731308401037,0.0,0.631799417817028,416.8551875402312,353.0438528898452,63.81133465038596,30.071023309532507,9.254144864232387,20.81687844530012,NB
frame_mi_1038.65_1038.85,38.42692614353729,0.0,0.4311693476313585,404.1809321495589,344.56904508169384,59.61188706786504,16.081664586225244,7.997619647885727,8.084044938339517,NB
frame_da_1038.85_1038.97,36.65144989078435,0.0,-0.1272727125153459,405.0457425774576,355.1614025558167,49.88434002164093,7.993566957336654,4.458839527912375,3.5347274294242794,NB
frame_pro_1038.97_1039.1,22.282473977066843,0.0,-0.9639821564183332,407.6102456773234,354.81555202439176,52.7946936529317,4.801901905237088,2.4493187079728784,2.352583197264209,NB
frame_pri_1039.1_1039.22,14.804636700982655,0.0,-0.4506360774586199,414.84527925824506,361.35719908305487,53.48808017519019,7.542609846915894,1.2271459206292832,6.315463926286611,NB
frame_e_1039.22_1039.29,3.169586599608465,0.0,0.2147301881887883,399.6619899728912,352.4977956247979,47.1641943480933,9.82782694654449,5.471599438971055,4.356227507573436,NB
frame_da_1039.29_1039.54,24.830710740676157,0.0,1.6355493354473225,412.1430027207977,345.9788537278939,66.16414899290379,17.17517592283012,11.288201988570052,5.8869739342600695,NB
frame_dZi_1039.54_1039.63,4.353838717754769,0.0,-0.4506360774557557,411.0857765221804,361.201279026822,49.884497495358346,6.9600683571351,2.976269346508218,3.983799010626882,NB
frame_e_1039.63_1039.7,10.104742573226048,0.0,0.2147301881887883,408.44568562479446,360.3942068048386,48.05147881995583,1.155558139492939,0.5157757640755278,0.6397823754174112,NB
frame_ra_1039.7_1039.77,16.093808987303106,0.0,-0.7148800618351221,407.9631550076531,360.1445238811392,47.81863112651388,12.909888997463952,7.789580287245116,5.120308710218836,NB
frame_u_1039.77_1039.8,29.18201477337638,0.0,-0.6154797716936252,386.88704299844926,346.6549238332276,40.2321191652216,7.340348751887873,4.114760639710255,3.2255881121776184,NB
frame_no~_1039.8_1039.97,28.026432213182247,0.0,0.0379621967812183,413.1094099283558,353.72018978764567,59.38922014071011,8.039799742268983,4.593908514083225,3.445891228185758,NB
frame_mi_1039.97_1040.07,23.533120461031075,0.0,-0.1986916702900546,403.65372141860416,354.7234614198064,48.930259998797794,8.207207744490688,4.301105987113573,3.9061017573771153,NB
frame_du_1040.07_1040.15,29.987910016154416,0.0,-0.4302264542690761,401.4997220065019,357.406748346907,44.09297365959486,4.978977793873469,3.195076300279851,1.7839014935936175,NB
frame_a~_1040.15_1040.2,34.080815883475054,0.0,-0.3743563337330379,390.871727662911,346.62556224643964,44.24616541647134,23.26109144526372,7.987994405960137,15.27309703930358,NB
frame_tSi_1040.2_1040.43,26.18425127316908,0.0,0.0532527368813748,407.9424358162681,344.5413808878366,63.40105492843145,8.98505020817747,2.546726712292042,6.438323495885427,NB
