frame,f0_avgutt_diff_2,p_dur,n_dur,e_range,e_maxavg_diff,e_avgmin_diff,f0_range,f0_maxavg_diff,f0_avgmin_diff
frame_a_0.19_0.25,17.001711369822118,0.0,-0.7697289355375102,407.3764122014091,365.3020054520536,42.07440674935549,274.8326240926456,164.99958511381112,109.83303897883442
frame_tra_0.25_0.67,0.5327076721292485,0.0,0.5448429384267376,419.91412963907663,368.30170229288655,51.61242734619009,10.494047060713996,4.038342365478684,6.455704695235312
frame_vEjs_0.67_0.87,32.02979252352371,0.0,-0.8888079073110563,415.10861217010114,369.09346313157096,46.01514903853018,100.6450024500578,38.31628361677009,62.32871883328772
frame_du_0.87_0.96,9.531609639262996,0.0,-0.19612070960008685,414.9924219640643,373.0042153549779,41.98820660908649,20.940246052000617,11.657096536099488,9.28314951590113
frame_me_0.96_1.02,110.25106262460557,0.0,-0.6840308398992412,414.7013667976287,371.66871740764225,43.03264938998643,328.8956607034818,244.05151522394834,84.84414547953347
frame_ka_1.02_1.08,262.61977058433206,0.0,-0.9011861229339349,414.4299444546886,371.50562299588273,42.92432145880588,20.110074120722686,10.206114705142966,9.90395941557972
frame_niz_1.08_1.27,147.6159121667387,0.0,-0.362134314578032,417.7400003349375,372.2034034779862,45.53659685695129,10.582264684619588,3.125862037880495,7.456402646739093
frame_mu_1.27_1.4,67.72295483172252,0.0,0.05166106496782546,413.0316517337177,369.65014336048114,43.38150837323656,292.11086548397986,207.78401682964235,84.32684865433754
frame_dZi_1.4_1.62,9.976569612844287,0.0,0.43237845011810494,413.57144598544573,367.86854177175053,45.702904213695206,21.401936832492055,14.02499471572537,7.376942116766685
frame_muw_1.62_1.71,16.170682040798937,0.0,-0.3819570405260209,412.6524342550399,369.479316139708,43.173118115331874,16.251350152603152,9.877663946132515,6.373686206470637
frame_tSi_1.71_1.77,12.361362609358423,0.0,-0.6510480471948091,410.4305094258731,367.97598345249924,42.45452597337385,1.439704132361868,0.9524394297761205,0.4872647025857475
frame_pli_1.77_1.95,42.932487662637186,0.0,-0.362134314578032,411.29657017490433,366.74476641934785,44.55180375555648,181.9337472992746,131.7659924222689,50.16775487700568
frame_ka_1.95_2.26,497.6621128387179,0.0,0.10665231377198726,415.0723442141681,367.2697893624362,47.80255485173194,53.83792622488363,30.988817088230462,22.84910913665317
frame_sa~w~_2.26_3.14,13.309208551834018,0.9700000000000002,1.1046308003465162,419.3996334304328,358.7809344474691,60.61869898296368,101.91017465340258,22.44744254108255,79.46273211232003
frame_a_4.11_4.82,2.4205488343830552,0.0,2.0785101247183593,421.8293048037792,365.31468696575917,56.514617838020115,29.047325063947937,6.113370375955782,22.933954687992156
frame_w_4.82_4.95,9.738565311958567,0.3700000000000001,0.2374973958937602,411.783996901137,368.46662915869456,43.31736774244246,2.421280325938696,1.4384944738189205,0.9827858521197754
frame_e~_5.32_5.35,206.28782286350994,0.0,-0.8767148449085366,393.3511377280939,352.4828021517277,40.86833557636618,0.5238528673039369,0.3022071381091749,0.221645729194762
frame_pres_5.35_5.47,115.8783657092415,0.0,-0.6840308398992391,412.6607707640957,369.03952438542456,43.621246378671174,497.2191879216272,177.67495164932285,319.5442362723044
frame_ta_5.47_6.88,101.18787031775676,0.0,5.014387309905178,422.2914122910222,351.12864349027654,71.16276880074565,511.776345337116,439.61488025006724,72.16146508704878
frame_re~j~_6.88_6.97,185.64215965221416,0.0,-0.8767148449085309,405.0798098071259,363.0626319584209,42.01717784870499,68.56007059036227,45.10587801286212,23.454192577500145
frame_E_6.97_7.0,141.04270173596703,0.6900000000000004,-1.090766402862978,394.7457608717811,354.18716230662034,40.558598565160764,2.7848859299109705,1.4678399281853416,1.317046001725629
frame_u_7.69_7.77,20.553408420333284,0.0,-0.07222982231613516,408.56614278487405,368.01149394521127,40.554648839662775,3.971078370440239,1.3948861802358437,2.576192190204395
frame_dZi~_7.77_7.97,0.25482517688612916,0.0,0.28614290142872767,414.0130962264552,368.89664469469017,45.11645153176505,31.46548756084387,8.42111704359911,23.044370517244758
frame_Jej_7.97_8.5,9.447942812606641,0.0,-0.09991461706393845,420.8979585494045,367.6117977831624,53.286160766242176,28.02599184503532,10.218841211753727,17.807150633281594
frame_ru_8.5_8.58,132.86724805033805,0.0,-0.381957040526025,419.67377579889165,377.8611375898274,41.81263820906423,293.94020530470357,159.73216271800067,134.2080425867029
frame_ki_8.58_8.68,39.56945637831414,0.0,-0.3621343145780304,420.37730471060536,374.4557156133174,45.92158909728795,60.55890818792949,39.801095006711606,20.757813181217884
frame_ujs_8.68_8.82,3.165114461543425,0.0,-0.07222982231612966,421.09511804632314,376.8691811986316,44.225936847691514,6.6008615405133355,3.121176541167131,3.4796849993462047
frame_de_8.82_8.88,72.83662870983005,0.0,-0.6840308398992304,415.5362786759883,373.1714739678818,42.364804708106476,3.047615849214367,1.2934298562379354,1.7541859929764314
frame_po_8.88_8.94,273.05525748124796,0.0,-0.6874019266333036,414.0108646052345,371.07768252644314,42.93318207879133,25.519282370571375,15.752421474609264,9.766860895962111
frame_zi_8.94_9.0,87.08147427803182,0.0,-0.6510480471948139,407.2359854417867,365.2738627758279,41.96212266595876,4.390277646645032,2.5734245254621797,1.8168531211828522
frame_ta~_9.0_9.41,2.32451902844565,0.0,1.1046308003465186,420.2701952760997,369.25985535550393,51.010339920595754,9.784738530455058,3.9993504647314353,5.785388065723623
frame_tSis_9.41_9.5,0.06929645358948733,0.4499999999999993,-0.6510480471948011,407.2718574119918,365.2970003110045,41.974857100987265,1.9804408861425884,0.6200808288469375,1.360360057295651
frame_dej_9.95_10.49,1.9802093420014018,0.0,2.723313793306709,416.96416674426166,363.21283107079046,53.7513356734712,23.007298041895524,6.313116289117488,16.694181752778036
frame_Sa~w~_10.49_10.94,16.68929131589701,1.950000000000001,-0.5144309503418854,413.97862892491133,362.83086449737596,51.14776442753538,75.5879586440678,36.132319299564344,39.45563934450345
frame_nu_12.89_13.04,47.9958900558989,0.0,0.17555195225177783,404.0414587168789,361.1634468083229,42.878011908556005,8.250995723447176,4.346354368813053,3.9046413546341228
frame_ba~_13.04_13.52,83.5760916471867,0.0,0.9929713692645525,426.1757596217794,372.6788072462863,53.496952375493095,338.57006116282446,191.0980421320642,147.47201903076024
frame_ku_13.52_13.59,266.124507514434,0.0,-0.381957040526025,420.80714720187416,378.60519743800944,42.20194976386472,8.94027418237016,5.081891922841294,3.8583822595288666
frame_bo~_13.59_13.65,248.1201776765514,0.0,-0.7418023892943928,419.5573069809426,375.498079776719,44.059227204223646,34.39293354828192,23.469601606376955,10.923331941904962
frame_o_13.65_13.7,78.9931637775156,0.0,-0.49461611022432916,413.67724971658265,371.4153941887022,42.26185552788047,5.230365311998057,2.780165000525983,2.4502003114720736
frame_Zi_13.7_13.76,244.98809280213572,0.0,-0.6510480471948139,415.8745933617946,372.43986007960166,43.43473328219295,3.886919558503223,2.4014104579309787,1.4855091005722443
frame_e~_13.76_13.79,27.648362860571638,0.0,-0.8767148449085366,406.5165622698636,363.89025698942095,42.62630528044264,8.497942598527686,3.2233933915578348,5.274549206969851
frame_ta~w~_13.79_13.88,31.32795967880199,0.0,-0.8494092435877637,419.71519059476964,376.3949305990675,43.320259995702145,4.060596071814388,2.1761814448563825,1.884414626958005
frame_a_13.88_13.94,28.414771902032385,0.0,-0.7697289355375158,418.99299425405763,375.6071967178359,43.38579753622173,3.9233999838842237,2.95872991861242,0.9646700652718039
frame_Ze~_13.94_14.11,23.846655720357916,0.0,-0.2401065813099991,416.0199137983162,371.2948824765175,44.725031321798724,10.50335025059627,4.788420702684306,5.714929547911964
frame_tSi_14.11_14.2,187.92078883216482,0.0,-0.43436274773223593,417.0272199371227,374.09851828901935,42.9287016481033,37.951000896990195,24.202985653396183,13.748015243594011
frame_vaj_14.2_14.51,7.793198787962069,0.0,-0.06862393608990867,422.41969635391456,374.1783812544505,48.241315099463975,5.216987276879621,2.930766968838668,2.286220308040953
frame_ko_14.51_14.57,58.500423625858076,0.0,-0.6874019266332865,410.4387760839727,367.6353998836189,42.80337620035385,90.17219490988646,50.389417151527425,39.78277775835903
