frame,f0_avgutt_diff_2,p_dur,n_dur,e_range,e_maxavg_diff,e_avgmin_diff,f0_range,f0_maxavg_diff,f0_avgmin_diff
frame_o~_1.17_1.26,55.551342645048635,0.0,-0.07916333163266662,405.4658503404397,355.697199241533,49.76865109890667,171.0742388871926,96.90881272561205,74.16542616158054
frame_te~j~_1.26_1.5,0.396244634037771,0.050000000000000044,-1.039123547232254,401.0334356493002,338.72096672022576,62.31246892907444,20.819545128273006,12.88066268541536,7.938882442857647
frame_o~_1.55_1.77,71.11640937846698,0.0,1.6188901318886617,409.1048257944865,346.9454640308544,62.15936176363209,166.81500839109125,108.95444923608935,57.86055915500191
frame_te~j~_1.77_2.14,29.765180197742353,0.0,2.391049429744983,411.1408868534248,333.05317801722117,78.0877088362036,69.63974302666773,40.20688255655858,29.432860470109148
frame_u_2.14_2.55,98.1687200828471,0.2200000000000002,3.8092273157935175,401.97258985159044,322.8249090064089,79.14768084518153,334.4804767635917,266.10836359777716,68.37211316581453
frame_ZoR_2.77_2.99,3.829535527632089,0.0,0.14320671446542105,407.42168192061575,346.00951118875474,61.41217073186101,18.014648908460714,6.6252706992760295,11.389378209184684
frame_naw_2.99_3.14,149.2152957836979,0.0,-0.9154836779865103,406.9833320297399,351.57379943553076,55.40953259420917,2.4596588226920346,0.9540327718909651,1.5056260508010695
frame_da_3.14_3.32,20.761971078695325,0.0,0.898112071193619,406.1693601039132,347.38305838681003,58.786301717103186,646.5580674044692,500.5255157104845,146.0325516939846
frame_glo_3.32_3.51,220.70608495339044,0.0,0.531351689191312,410.05837016348625,350.2256833020635,59.83268686142276,61.0050449880099,27.048050718833053,33.956994269176846
frame_bu_3.51_3.77,62.22782077198528,0.0,1.4289124309007095,408.3245039427281,342.9125400194458,65.41196392328226,134.25782064724325,62.55338089114903,71.70443975609423
frame_dew_3.77_3.96,101.61379082408254,0.0,0.3062699287016983,411.7634892281269,351.3788278675099,60.384661360616974,246.8379113462338,91.5958126348703,155.2420987113635
frame_u~_3.96_3.99,61.50599065933625,0.0,-0.58312814551881,389.8929475977226,345.9272537657029,43.96569383201967,8.230478764270202,5.418062161004798,2.8124166032654045
frame_ma_3.99_4.08,53.267753363189,0.2999999999999998,-0.9154836779865103,406.08196845828047,356.3850979360592,49.696870522221275,43.27017048240404,16.751045574292107,26.519124908111934
frame_ka_4.38_4.53,93.8124809238662,0.0,-0.00868580339644898,413.13837983530146,356.42353604779106,56.714843787510404,5.403421085871713,2.945398622800198,2.458022463071515
frame_ra_4.53_4.72,16.169919515170307,0.0,0.746979092095271,409.9171025609116,350.27698477954084,59.64011778137075,22.870969250669077,10.166690115732479,12.704279134936598
frame_dZi_4.72_4.84,26.561925975725444,0.0,0.11749262450362367,406.47758723932253,354.58015455933975,51.897432679982785,13.63972411130706,10.72096766129593,2.9187564500111307
frame_o~_4.84_4.97,15.882992699354787,0.0,0.4433146571431247,411.4689352967836,357.9839276018716,53.48500769491204,20.515876226380243,8.549605979080297,11.966270247299946
frame_me~j~_4.97_5.24,12.754969540112455,0.0,0.30311805245449336,410.02025013496836,343.4739090000156,66.54634113495274,20.809292278881173,8.469127380530097,12.340164898351077
frame_i~_5.24_5.28,,0.0,-0.6641674411173968,393.1481789532512,349.0768390532079,44.071339900043256,,,
frame_pre_5.28_5.43,80.36909019884511,0.0,0.07119701749378694,408.02195439982984,352.5303713985718,55.49158300125799,108.44648457475523,66.32456609609584,42.121918478659396
frame_si_5.43_5.57,2.387537093013833,0.0,-0.5879397660250578,403.96023528154006,349.12800778557346,54.832227495966606,5.586742647757177,3.43290697819981,2.153835669557367
frame_o_5.57_5.63,2.561524746243464,0.0,-0.24493826026048718,404.04230987797007,357.7891949525541,46.25311492541596,2.093504274612087,1.1343558754990113,0.9591483991130758
frame_na~_5.63_5.81,7.681227372623994,0.0,0.5761845519053009,402.21485507667865,345.5994225085498,56.615432568128824,12.652176675984066,6.804230319343958,5.847946356640108
frame_tSi_5.81_6.12,103.8363243116512,0.11000000000000032,0.25857910260935746,403.04759661073837,331.2251517701909,71.82244484054746,71.4684624284182,47.11780209261002,24.35066033580818
frame_E_6.23_6.53,2.19179446580506,0.16999999999999993,2.896420563952092,408.46810144287275,340.7622503122162,67.70585113065653,37.450973625676454,18.71168629696723,18.739287328709224
frame_E_6.7_6.92,94.02040783945606,0.0,1.8232666309944199,413.72806832690605,349.98642355302917,63.741644773876885,585.5480369473364,370.6041499422518,214.9438870050846
frame_ujs_6.92_7.05,125.89241164956154,0.0,-0.15796415902782923,405.0821253905931,352.25042351190547,52.831701878687625,24.244998347239473,12.39226336888693,11.852734978352544
frame_mi_7.05_7.17,59.081439386662254,0.0,0.11749262450362367,409.2650626137625,357.86275522702147,51.40230738674103,25.54923365484234,7.2341513494296805,18.31508230541266
frame_gra~_7.17_7.28,21.10610829069978,0.0,-0.7905294496674291,416.9965943416087,364.7725381111629,52.22405623044585,13.90125763206865,7.8094303932738,6.091827238794849
frame_tSis_7.28_7.56,55.89305672627802,0.0,-0.44685328791932405,412.26315696244995,344.17557269565026,68.0875842667997,13.522611110487361,5.595775348724231,7.9268357617631295
frame_nE_7.56_7.63,7.975612688882137,0.0,-0.7254739597800423,408.7222309650564,359.7556107335797,48.966620231476725,7.969846191532099,5.102647988515173,2.867198203016926
frame_ujs_7.63_7.76,77.15754377464738,0.2699999999999996,-0.04461583117579292,409.7771318939988,356.37136584152756,53.40576605247122,130.39432535657127,72.28907984550408,58.105245511067196
frame_mi_8.03_8.15,15.050734823410778,0.0,-0.5879397660250454,405.0955956656302,352.70406080518137,52.391534860448814,5.916072378742655,4.539780513668177,1.376291865074478
frame_gra~_8.15_8.27,2.110666580213689,0.0,-0.20479487756485534,405.3237760191373,353.5779935569233,51.74578246221404,8.402120877093893,6.4156749022824044,1.9864459748114882
frame_tSis_8.27_8.49,75.90222986050185,0.0,1.246184449349519,402.83854125548254,341.914082459617,60.92445879586552,96.10103407489231,70.88363908947295,25.21739498541936
frame_ujs_8.49_8.66,103.87785283089943,0.0,0.4087774802323524,402.7458065759778,347.2613582725718,55.484448303406,5.115171894124472,2.378837282450398,2.7363346116740743
frame_baj_8.66_8.92,122.52275557275482,0.0,0.444713133898575,408.8367382403891,343.4135546529956,65.42318358739357,706.0184338968296,510.03175797399496,195.9866759228347
frame_a~_8.92_9.01,34.077481354880035,0.0,0.3809396945377705,408.60218837266603,359.15791424668015,49.444274125985885,6.509300477879947,1.8285272676463933,4.6807732102335535
frame_nus_9.01_9.16,17.539901654279447,0.0,-0.2713124868798857,410.3891134258736,354.4066635222297,55.98244990364395,16.6872712274195,7.734627189980728,8.952644037438773
frame_a_9.16_9.26,65.16015586148389,0.0,0.14244717570189233,401.21524527273795,356.44106181131815,44.774183461419796,77.52386345161158,54.98735147947433,22.536511972137248
frame_gO_9.26_9.38,509.8586520516288,0.0,-0.6999443474194582,410.3300783017356,357.3980603461502,52.93201795558542,33.99937326520228,6.133818888960718,27.865554376241562
frame_ra_9.38_9.49,13.044956054696144,0.0,-0.1598187824947903,410.7966647376922,359.03649824012325,51.760166497568946,9.304999823774097,2.3371307079593464,6.96786911581475
frame_pe_9.49_9.57,94.30834431162424,0.0,-0.39894880492197315,407.6938125531398,359.72728654996206,47.96652600317776,13.123885326745281,6.601910021938494,6.521975304806787
frame_la_9.57_9.69,8.890914345688572,0.0,-0.1598187824947903,407.03844160305846,355.4871954234503,51.55124617960814,4.136185276786335,1.576477500572281,2.5597077762140543
frame_se_9.69_9.95,36.39479065046879,0.0,1.2465615735332602,406.06412723950467,342.4751311025634,63.58899613694126,21.78180044163699,14.78425150619097,6.997548935446019
frame_ka_9.95_10.13,5.2875004091314395,0.0,-0.008685803396422134,405.8725347235447,349.4945577404417,56.377976983103,3.4358997016916817,2.455933649847225,0.9799660518444568
frame_nE_10.13_10.24,29.809574432837877,0.5099999999999998,-0.05475275168150016,411.2469953331754,359.26124670555606,51.98574862761933,57.79823977439273,31.16879282239941,26.629446951993316
frame_koj_10.75_10.94,38.69529746158352,0.0,-0.050865772897524454,412.03340396716357,351.38785697629976,60.64554699086381,8.304824802681168,4.440196762517957,3.864628040163211
frame_za_10.94_11.13,25.36737637447351,0.0,-0.6132177197898142,405.1107550211065,347.928274170238,57.1824808508685,149.34272630623033,52.56734618618859,96.77538012004175
frame_i~_11.13_11.17,0.5899397524487711,0.0,-0.6641674411174111,408.75657739664,363.93074168382157,44.825835712818446,7.791198098593554,4.19192844404472,3.5992696545488343
frame_pre_11.17_11.28,34.9562617920505,0.0,-0.3989488049220149,407.120243650509,355.3903960634956,51.72984758701341,20.001675440164604,12.3125418690949,7.6891335710697035
frame_si_11.28_11.45,0.050257083226540544,0.0,-0.023593853602135194,405.34578010125824,348.0858811971656,57.259898904092665,28.42485709065602,21.89942319261931,6.5254338980367095
frame_o_11.45_11.48,8.931107827218312,0.0,-0.8271557223493065,387.48118129510436,344.7582005823668,42.72298071273758,4.199107000564425,1.317724045338224,2.8813829552262007
frame_na~_11.48_11.65,90.03536469271128,0.0,1.1619191240079267,406.591944624973,349.7552362459154,56.8367083790576,4.914916128035216,2.9382791342497256,1.9766369937854904
frame_tSi_11.65_11.76,96.51495290270883,0.0,-0.30576680981360277,401.4111856016287,350.6598734704972,50.7513121311315,25.717190631686876,7.66078367973148,18.056406951955395
frame_u~_11.76_11.81,89.16938954449613,0.0,-0.39290987345117595,400.7615450556732,354.42562531126225,46.335919744410944,19.58909269063757,8.620465616346479,10.968627074291092
frame_ma_11.81_11.93,105.57475339119502,0.0,-0.00868580339644898,402.46766842706,349.9172485902055,52.55041983685453,32.31624473163154,18.86738073643434,13.4488639951972
