frame,f0_avgutt_diff_2,p_dur,n_dur,e_range,e_maxavg_diff,e_avgmin_diff,f0_range,f0_maxavg_diff,f0_avgmin_diff
frame_do~_0.07_0.13,18.42776253500824,0.0,-0.7610580149715941,410.5968295990631,365.1074891597581,45.489340439304954,4.949710995393673,2.031692207287904,2.918018788105769
frame_na_0.13_0.23,41.02852225475007,0.0,-0.7846390300930314,416.09038771971404,366.91228119229123,49.17810652742281,17.457999275575844,5.424962833433881,12.033036442141963
frame_i_0.23_0.31,48.5802241841275,0.0,0.11860845018142448,417.8527149203468,370.01807663034333,47.834638290003454,10.652701091611448,3.4342602112481018,7.218440880363346
frame_vo~_0.31_0.37,28.726335187096396,0.0,-0.7610580149715944,406.67227090628523,361.6444103941455,45.02786051213974,1.7051275189487,0.616200638581347,1.088926880367353
frame_ni_0.37_0.43,66.36819286773394,0.0,-0.5151771614751507,409.66927286770925,363.65762981034624,46.01164305736302,25.546162233483187,8.15409954015496,17.392062693328228
frame_a_0.43_0.74,0.8707874954725696,0.0,2.866887734693846,416.43889969796624,351.85925062461087,64.57964907335537,101.00646793262197,70.72763365634995,30.278834276272022
frame_se_0.74_0.88,74.7395141627328,0.0,-0.5943543618339495,410.6416908705497,359.3263560619672,51.31533480858252,126.72972364390796,67.73184437759474,58.99787926631322
frame_Jo_0.88_0.94,62.571690526672086,0.0,-0.760130905551215,415.94222377831386,369.8781602827693,46.064063495544644,10.703984976128766,4.474625263846235,6.22935971228253
frame_ra_0.94_1.02,70.84128644090671,0.0,-0.5238156897511109,416.2653433818418,369.9826587357713,46.28268464607049,17.445990841387072,6.174915036391326,11.271075804995746
frame_kos_1.02_1.2,274.3186615971565,0.0,-0.7601309055512121,400.91368117520466,348.39624240520413,52.517438770000524,470.74117628535976,222.66004231229073,248.08113397306903
frame_tu~_1.2_1.33,26.396805330976093,0.0,-0.41148392682908747,419.0344055352816,367.59808216730306,51.43632336797856,43.71119926612067,34.935429399476845,8.775769866643827
frame_ma_1.33_1.41,0.1221483631893534,0.0,-0.7846390300930309,418.4634003526366,370.4224348030773,48.0409655495593,6.680567730055401,4.553099622425606,2.127468107629795
frame_iX_1.41_1.49,11.71841973355194,0.0,-0.5151771614751499,415.7109491391705,367.7104433958528,48.00050574331772,7.812784697831944,3.591170466035692,4.221614231796252
frame_a_1.49_1.54,11.984126496213776,0.0,-0.5238156897511109,417.85843289775784,371.5749682576477,46.28346464011014,1.7221700960475061,1.0445039399404834,0.6776661561070227
frame_w_1.54_1.57,19.447684649167712,0.0,-0.5100615834596075,398.71132939015695,355.87440854147576,42.83692084868119,2.3070382631802033,1.1195849892158947,1.1874532739643087
