TB Hits,561
NTB Hits,1711
Precision TB,0.14
Precision NTB,0.43
Recall TB,0.37
Recall NTB,0.42
Accuracy TB,0.11
Accuracy NTB,0.27
F1 TB,0.2
F1 NTB,0.42
SER TB,2.92
SER NTB,1.14
