TB Hits,281
NTB Hits,528
Precision TB,0.17
Precision NTB,0.32
Recall TB,0.19
Recall NTB,0.13
Accuracy TB,0.1
Accuracy NTB,0.1
F1 TB,0.18
F1 NTB,0.18
SER TB,1.71
SER NTB,1.14
